adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,,[],733668,Return,hy,Return,"Eyüp decides to cross mount Ararat looking for his aunt in Yerevan after following a madman's words. His aunt has also been expecting someone to come from behind this mount for many years. Eyüp cannot be sure about the woman he finds behind the blue door, whether it is his aunt or not because they can't understand each other.",0.0545,,,False,False,6.6,424
False,/aqUYYwKMNRzmqvkBvNM1gqRerb1.jpg,"[35, 10749]",27995,She's Gotta Have It,en,She's Gotta Have It,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",0.8114,/qiJuXvPONqTSSnzhbCBqE7EotV.jpg,1986-08-08,False,False,6.631,360
False,/sdgWn2YmR2h0HWFUGXmvbCerQCR.jpg,[18],20156,Exotica,en,Exotica,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",3.6803,/3pibvRQK3A1E8cyhX8IQPIAU2J8.jpg,1994-09-29,False,False,6.631,394
False,/6ghc2ySuEnTW8h3YgZZufk2SOTv.jpg,"[28, 18, 53]",12113,Body of Lies,en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",10.9496,/sLjVDPPfNQfAma9XyOqHPClQb2V.jpg,2008-10-09,False,False,6.631,3346
False,/svZPLmBwYHjlwDwHkZz4EotpXqx.jpg,"[53, 27]",10664,[REC]²,es,[REC]²,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",5.1576,/4JG5WKfIGD6r7hdbqJVr2WKIxEe.jpg,2009-09-15,False,False,6.6,2203
False,/SOROsJCXjEkeJ9zohXi7lEC58R.jpg,"[35, 878, 9648, 18]",10328,Cocoon,en,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",3.8552,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,1985-06-21,False,False,6.6,1417
False,/acNTpCRoAHueT1VoJzEQPYXdXy5.jpg,"[18, 878, 53]",10176,The Quiet Earth,en,The Quiet Earth,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",1.8491,/6uvRcSy1DCh0zONGMRO4bEj44hq.jpg,1985-09-08,False,False,6.631,632
False,/70tmPOoCJCciWaM1vDvXAi4w3Bc.jpg,"[28, 18, 9648, 53]",8834,Conspiracy Theory,en,Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",9.6588,/sTyTKZVikQU6g50HE8HR1tBSRxj.jpg,1997-08-08,False,False,6.631,1661
False,/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg,"[10749, 35]",544,There's Something About Mary,en,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",6.8871,/slJD1Dvnsf15LoeqhERsyzisAdn.jpg,1998-07-15,False,False,6.631,5387
False,/mDzzAQypU9CaolRyMiDVwlwffBY.jpg,"[12, 18, 53]",334524,Gold,en,Gold,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",4.9043,/ukMXAdr325Tn1mLGkxdG8Lab16l.jpg,2016-02-03,False,False,6.63,1766
False,/1p9DUV104eeXvFvfyI6ALzKbBbp.jpg,"[35, 27, 878]",16296,Killer Klowns from Outer Space,en,Killer Klowns from Outer Space,Aliens disguised as clowns crash land on Earth in a rural town to capture unsuspecting victims in cotton candy cocoons for later consumption.,4.6865,/lHdAk5T42ofyi3NTjmrdyR7xPmY.jpg,1988-05-27,False,False,6.63,1175
False,/4anqXDsl5iZ26qeTRX3yZWylMgY.jpg,[27],14029,Demons,it,Dèmoni,"A group of people are trapped in a West Berlin movie theater infested with ravenous demons who proceed to kill and possess the humans one-by-one, thereby multiplying their numbers.",1.7842,/ym0mtcSt6i45NIcAoSBQhop0wSP.jpg,1985-10-04,False,False,6.63,640
False,/dFWN4kqaEm0hONzigZ0obY08m72.jpg,"[18, 28, 35, 80]",13672,JCVD,fr,JCVD,"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! This fictionalized version of Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States, but inadvertently gets involved in a bank robbery with hostages.",1.4145,/8fdLq1X9n770THGtGDx2e74ETvE.jpg,2008-06-04,False,False,6.629,568
False,/h7vBO0meGzjW3yu0Gejx5hI09I9.jpg,"[18, 36]",549,Basquiat,en,Basquiat,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",1.8678,/gFfVhN8BbgHhMb3ZNQRAH5xc7kq.jpg,1996-08-09,False,False,6.6,315
False,/70xJCPOvP16XnrtO9WSkCek12sv.jpg,"[18, 80, 53]",616651,Stillwater,en,Stillwater,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",3.1433,/1lrPR7ah1KElPKnCsxmIRE1OlIh.jpg,2021-07-29,False,False,6.628,1421
False,/y8w1IaNDP0jMcZ0AfSruXlEVllY.jpg,"[16, 10751]",16418,Barbie Presents: Thumbelina,en,Barbie Presents: Thumbelina,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees that's hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.",1.9494,/ytKd2jWnzWLCiccutqqMNzcP5RE.jpg,2009-02-24,False,False,6.628,513
False,/6N852AJyrSV1noX9odRyoZQthcN.jpg,"[35, 10749]",287,Bull Durham,en,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",4.4537,/q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg,1988-06-15,False,False,6.628,681
False,/cGbPBHKSFO7hSIjxkb3KOaGdOep.jpg,"[14, 12, 10749]",967941,Wicked: For Good,en,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",12.2564,/si9tolnefLSUKaqQEGz1bWArOaL.jpg,2025-11-19,False,False,6.627,1050
False,/3WwqXEdDtA81iMJcEVYmxqVD3bD.jpg,"[28, 80, 12, 53]",873126,My Name Is Vendetta,it,Il mio nome è vendetta,"After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge.",2.0751,/7l3war94J4tRyWUiLAGokr3ViF2.jpg,2022-11-30,False,False,6.6,655
False,/aGDtBTmSKa1TRmpWwcvqtCQP09v.jpg,"[10751, 35, 18]",817648,Home Team,en,Home Team,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",2.5168,/zTwfMV1hm1DIrMo8BGyZKskhSPr.jpg,2022-01-28,False,False,6.627,795
False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"[14, 12]",338953,Fantastic Beasts: The Secrets of Dumbledore,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",11.6982,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,False,False,6.6,5132
False,/qKERrt3UU1ml8Q9zdsLPpoQ5r3.jpg,"[10751, 14, 878, 12, 35]",36819,Time Bandits,en,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",2.8023,/4VZtpwdhHQSa4LUkvujyGAHb1hG.jpg,1981-07-13,False,False,6.627,1161
False,/zdxWO47KatCZhQRGaNMDXfz6DPO.jpg,"[35, 80]",13161,Big Stan,en,Big Stan,A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,6.7569,/zS1uUwKEFcd8ak0NTXxw97DlbAa.jpg,2007-11-03,False,False,6.627,1058
False,/gXyYOWAkk4FdQU3adK8WFj8nN9J.jpg,"[12, 16, 35, 10751, 14, 10402]",136799,Trolls,en,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",8.9174,/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,2016-10-13,False,False,6.626,3839
False,/8z3rvlweelKK1HDwLFxUDC9Vv8K.jpg,"[28, 53, 80]",61404,Point Blank,fr,À bout portant,"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?",1.5767,/tt2UlArx3joZWBYctJehCGmHGZZ.jpg,2010-11-08,False,False,6.626,506
False,/sMukEdOweNU9UveS1FPTnzVpB9p.jpg,"[12, 35, 18, 10751]",25059,Homeward Bound II: Lost in San Francisco,en,Homeward Bound II: Lost in San Francisco,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.",1.9222,/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg,1996-03-08,False,False,6.6,538
False,/9kkPLDFGkA2cE4f44cigWWmqNwu.jpg,"[18, 27, 9648, 53]",9913,The Skeleton Key,en,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,5.7091,/wHmubdzrVw8oq7htzrf364wsJNp.jpg,2005-07-29,False,False,6.626,2298
False,/c5m5MfjKFdQVCfUak84Lg9lxYiZ.jpg,"[28, 12, 35, 14]",621870,Secret Society of Second-Born Royals,en,Secret Society of Second-Born Royals,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",2.6958,/qnO3aXSqkKCDw5cEVyNUDexI4NJ.jpg,2020-09-25,False,False,6.625,569
False,/d0mpUFKzoPwF1KsdjHpkkaYSvKm.jpg,[37],618162,The Harder They Fall,en,The Harder They Fall,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",2.9077,/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,2021-10-22,False,False,6.625,1217
False,/5gh7y35Y96qt2qZtydsJ52aWD5Y.jpg,"[80, 18, 53]",599845,The Immortal,it,L'Immortale,"After reuniting with his first mentor Bruno and receiving his latest mission, an exiled Ciro is left to fearlessly confront whatever comes his way, navigating a new chapter of gang warfare while grappling with devastating memories of loss and trauma. Weaving between his past as an orphan in Naples' cruel underworld and present as a hardened, cunning assassin with nothing left to lose, Ciro is plunged into the cold, dark depths of a world where immortality is just another form of damnation.",1.482,/kWLsOI2CPpdCBiAxpAXPdoE9435.jpg,2019-12-05,False,False,6.625,499
False,/iTLGqoHkiSqUts9nPIdYLPtOz8C.jpg,[18],529485,The Way Back,en,The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",2.6768,/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,2020-03-05,False,False,6.625,1336
False,/s4oEW0Ty5cxEiwcZVImUduvIijN.jpg,[35],177699,Alan Partridge: Alpha Papa,en,Alan Partridge: Alpha Papa,"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",1.3381,/oqdSe46XQ9CKcj1WMyfD2LaVoER.jpg,2013-07-24,False,False,6.625,497
False,/eS4ky6DOiDLr9mHMNJnFPRWo4D.jpg,"[18, 10749]",10449,When a Man Loves a Woman,en,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",2.615,/cA1uMNX3sdWAWfMZbsgm1VIJYSY.jpg,1994-04-29,False,False,6.6,384
False,/jZkkch6yrP1tVVfEU2uqwej9rBM.jpg,"[35, 10749, 18]",10184,He's Just Not That Into You,en,He's Just Not That Into You,"Have you ever wondered why they said they would call but didn't, or why they don't want to sleep with you anymore, or why your relationship isn't going to the next level? Maybe they're just not that into you. Gigi wants a man who says he'll call her - and actually does - while Alex advises her to stop waiting by the phone. Beth wants a proposal after years of a committed relationship with her boyfriend, Neil, who is just fine with the way things are. Janine's not sure if she can trust her husband, Ben, who can't quite trust himself around Anna. Anna can't decide between the sexy married guy or her straightforward, no-sparks standby, Conor, who can't get over the fact that he can't have her. And Mary, who's found an entire network of loving, supportive men, just needs to find one who's straight.",7.7632,/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg,2009-02-06,False,False,6.625,4066
False,/rq6duKhgffOtMs9LqgyhrJ9Y8EX.jpg,"[80, 18, 53, 10749]",10155,U Turn,en,U Turn,"When a desperate man’s car breaks down in a bizarre desert town while evading vengeful bookies, he becomes entangled in a dangerous love triangle. Caught between a married couple, he’s faced with deadly contracts to kill them both.",4.0265,/nBPTj1ApIDWo04M14rXFwLPdtr2.jpg,1997-10-03,False,False,6.625,818
False,/eUNQJ0XKHoGDDQzj1Y4WhE5zAFJ.jpg,"[9648, 53, 18]",8066,Stay,en,Stay,"Psychiatrist Sam Foster has a new patient, Henry Letham, who claims to be suicidal. In trying to diagnose him, Sam visits Henry's prior therapist and also finds Henry's mother -- even though Henry has said that he murdered both of his parents. As reality starts to contradict fact, Sam spirals into an unstable mental state. Then he finds a clue as to how and when Henry may try to kill himself, and races to try to stop him.",3.5758,/nrLZVP8jG0KBcabahRPp6UP7Oy2.jpg,2005-09-24,False,False,6.624,1527
False,/t0VWB5Kc5o38w5YYgzReArrGiZ8.jpg,"[16, 878, 12, 10751, 28]",7450,Titan A.E.,en,Titan A.E.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",5.2142,/el2iHk3LTJWfEnwrvcRkvWY501G.jpg,2000-06-16,False,False,6.624,1196
False,/64I5NOLvPDrO4qVTHk0c09vWYmt.jpg,"[9648, 53]",5595,Fermat's Room,es,La Habitación de Fermat,"Four mathematicians are imprisoned in a shrinking room; with the walls closing in, they must try anything to escape this fatal puzzle.",1.1177,/qQcYvPXxvk6bQDV9Zgd6cnDQmKZ.jpg,2007-10-07,False,False,6.624,460
False,/uFvueAhlKsXQacjiKxGBgnBqarf.jpg,"[18, 53, 9648]",635731,Pig,en,Pig,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,3.6595,/1InMm4Mbjx8wCKvIy5gglo5i3HN.jpg,2021-07-16,False,False,6.623,1746
False,/utABPVjXBlM8NUOBecCyLLuzQSe.jpg,"[18, 27, 53]",17609,Antichrist,en,Antichrist,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",5.6115,/ge7zbYvpfsDP3luKi0iSpzOgncM.jpg,2009-05-20,False,False,6.623,2859
False,/97hGh5XNbUcfAJxBTaH6W2NQyLj.jpg,"[16, 14, 27]",9463,Vampire Hunter D,ja,バンパイアハンターD,"In a far-future time ruled by the supernatural, a young girl requests the help of a vampire hunter to kill the vampire who has bitten her and thus prevent her from becoming a vampire herself.",3.649,/5Ni9RhIs6cLUrBLwdrqZ2fUFimS.jpg,1985-12-21,False,False,6.623,540
False,/fuKb0cuIU9DpUhHrN0ycoFmr63e.jpg,[35],9352,EuroTrip,en,EuroTrip,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",6.5964,/iLdO4PwbZCCQSa9rchZMwuJm9xe.jpg,2004-02-20,False,False,6.623,2990
False,/ltt9yiCGmCQZunmxtkhtPxzmDzx.jpg,"[10751, 35, 12]",499701,Dora and the Lost City of Gold,en,Dora and the Lost City of Gold,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",4.8827,/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,2019-08-08,False,False,6.622,1831
False,/nrzKvKLEOYWFEi3iWefST8EKgga.jpg,[18],417812,Wildlife,en,Wildlife,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",1.8627,/hQSUwjSSRtWCA5EBoY22gGzaE8Y.jpg,2018-09-23,False,False,6.622,782
False,/4xzUhKxWHxPjJ6h1faVMTUBDquQ.jpg,"[16, 878]",192577,Space Pirate Captain Harlock,ja,キャプテンハーロック,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,2.6633,/mlHoTQLYsuzJJArO2fHS5rqnLqe.jpg,2013-09-07,False,False,6.622,1093
False,/mLdMnoIE4SjMkTkgxayaHH9DS4.jpg,"[18, 35]",18415,Gummo,en,Gummo,"Teenagers Solomon and Tummler kill time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s.",2.1187,/tMdoCRx0XIPR5uYBwxbxR7WCNBb.jpg,1997-10-17,False,False,6.622,716
False,/co7oxvpWxgd6FZU24DnljDDHYQA.jpg,"[27, 878, 53]",1064028,Subservience,en,Subservience,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",42.8457,/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,2024-08-15,False,False,6.621,1030
False,/sqLNgWTMBhLBRY26SwwfWcSI5qq.jpg,"[35, 10749]",803104,Sex Appeal,en,Sex Appeal,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",3.5724,/mpwXOeSSQdBjUpyQqf6YHYbSTFO.jpg,2022-01-14,False,False,6.621,314
False,/92PJmMopfy64VYjd0HvIQaHGZX0.jpg,"[16, 12, 35, 10751, 28]",366672,Paws of Fury: The Legend of Hank,en,Paws of Fury: The Legend of Hank,"A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",3.5306,/wMDUDwAArpfGdtTTZ25SfwngGwt.jpg,2022-07-14,False,False,6.621,331
False,/blfZnm6StMPnTY35kaooPBCsSVp.jpg,"[27, 53]",238636,The Purge: Anarchy,en,The Purge: Anarchy,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",6.446,/qwqHHZLZSUvMkAMQ47ymtfjEifY.jpg,2014-07-17,False,False,6.621,6739
False,/6ZwscHN0bSIueTVTo6mlTGUUP90.jpg,"[18, 53, 9648]",49517,Tinker Tailor Soldier Spy,en,Tinker Tailor Soldier Spy,"George Smiley, the aging master spy of the Cold War and once heir apparent to Control, is brought back out of retirement to flush out a top level mole within the Circus. Smiley must travel back through his life and murky workings of the Circus to unravel the net spun by his nemesis Karla 'The Sandman' of the KGB and reveal the identity of the mole before he disappears.",4.6251,/e0dZ7TapGY9HtJ9xk1TUHPEOccl.jpg,2011-09-16,False,False,6.621,2940
False,/5JdyKWEzY6MQmJcIEdhbP4HozzZ.jpg,"[28, 53]",44048,Unstoppable,en,Unstoppable,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of veteran engineer Frank Barnes, and young conductor Will Colson, who must risk their lives to save those in the runaway's path. Inspired by true events.",7.5176,/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg,2010-11-04,False,False,6.621,3929
False,/v9WuP3V5eeJudaqoDE870HEuYSk.jpg,[18],14134,Main Hoon Na,hi,मैं हूँ ना,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",2.9611,/btqFmumVIWUbN0EoSn0S3dnjGEB.jpg,2004-04-30,False,False,6.621,430
False,/yJXAo8N60RaVC6pEuXUQ6wFBCCA.jpg,"[28, 878]",10803,Logan's Run,en,Logan's Run,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",3.1586,/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg,1976-06-23,False,False,6.6,1049
False,/8qLen3NLCVSu1I9aqGWbTUIoBLQ.jpg,[35],2123,"Me, Myself & Irene",en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",5.7207,/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,2000-06-22,False,False,6.621,4282
False,/byflnwPMumyvrCW9SfO5Miq3647.jpg,"[28, 53]",597891,Kate,en,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,3.9673,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,False,False,6.62,1729
False,/iobccQ0P5vs75rj33n2qbDKPN2Y.jpg,"[10749, 35, 10751]",555850,The Holiday Calendar,en,The Holiday Calendar,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,1.1118,/hiCeUExxUTGbU6FXORLf673uwvK.jpg,2018-11-02,False,False,6.62,1043
False,/n5NSF8wZeWQHHZtuWgbRAVpqXFR.jpg,"[28, 53]",552688,The Mother,en,The Mother,"A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.",4.2768,/vnRthEZz16Q9VWcP5homkHxyHoy.jpg,2023-05-04,False,False,6.62,1438
False,/2bnTiTBvnBVYosk73J29UzeuBRO.jpg,[18],315872,Mia madre,it,Mia madre,"Margherita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother.",0.6913,/fkTsusFtFE5qvYkzFIben1aKsTn.jpg,2015-04-16,False,False,6.6,376
False,/kkC0dtdu6LjWSkdDGprjofOm4Dy.jpg,[18],267999,White God,hu,Fehér Isten,"13 year old Lili fights to protect her dog Hagen, and is devastated when her father sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to save her dog. Failing in his desperate efforts to find his beloved owner, Hagen joins a canine revolt leading a revolution against their human abusers.",1.9124,/jT9IjPwA5aIYlgvC55VxJOLc0sI.jpg,2014-06-12,False,False,6.62,371
False,/hYVAvYJXE4taTIh2y6F5mGJWfPm.jpg,"[80, 18, 9648, 53, 36]",245916,Kill the Messenger,en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,2.1879,/8gaNZiKZHvKCqMDByY00dUIV0YC.jpg,2014-10-09,False,False,6.62,927
False,/qR86EtVe6eabYloMD1SbQSlPbGv.jpg,[18],184341,Hands of Stone,en,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,2.7113,/rpAYkkc7ltnxnMXOZLPuI9A6cuB.jpg,2016-08-26,False,False,6.62,458
False,/qqqnNDiQx62xZsVRZnxhP8GguJf.jpg,"[53, 80, 9648]",68727,Trance,en,Trance,A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,2.016,/jPVFDcTaBvpavmmIkzi5gyiEHjv.jpg,2013-03-27,False,False,6.62,2365
False,/nVTPAbTaExg00eoTHJnDJPkZKZT.jpg,"[80, 35]",20306,Swimming with Sharks,en,Swimming with Sharks,"Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.",1.6618,/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,1994-09-10,False,False,6.62,337
False,/2QCwYIcWkRcGMNSqHFrbdppZgX6.jpg,"[28, 18, 36, 10752]",11422,Midway,en,Midway,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",9.7017,/vCzGV28YFmWubUn1jh8ytagYocR.jpg,1976-06-18,False,False,6.6,329
False,/zbFG63ineDZdEHHyv7WwASRpOAM.jpg,"[18, 10749]",10691,Crazy/Beautiful,en,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",2.5897,/1kxn6w6lvKkrhmVxfVqI0cfBmLa.jpg,2001-06-29,False,False,6.62,395
False,/oqosaCWqrh3geYMksXhBaZQjwOJ.jpg,"[18, 10749]",10333,The Prince of Tides,en,The Prince of Tides,A troubled Southern man talks to his suicidal sister's psychiatrist about their family history and falls in love with her (and New York City) in the process.,2.7515,/1AyeW3YlwfhRwLDeUCW686obceb.jpg,1991-12-25,False,False,6.62,308
False,/peJmavN1H3Js9SiqQbPNs8Hgwgr.jpg,"[53, 28, 80, 18]",763285,Ambulance,en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",5.3052,/hUbgg3mMSbY9PlpTxBo4IFUVSd6.jpg,2022-03-16,False,False,6.619,2473
